22 1614145415 0.000246 1.400000 0.000150 0.000385 0.000000
22 1614145416 0.000246 1.400000 0.000150 0.000385 0.000000
22 1614145417 0.000246 1.400000 0.000150 0.000385 0.000000
22 1614145418 0.000246 1.400000 0.000150 0.000385 0.000000
22 1614145419 0.000246 1.400000 0.000150 0.000385 0.000000
22 1614145420 0.000202 1.400000 0.000142 0.000251 0.000000
22 1614145421 0.000202 1.400000 0.000142 0.000251 0.000000
22 1614145422 0.000202 1.400000 0.000142 0.000251 0.000000
22 1614145423 0.000202 1.400000 0.000142 0.000251 0.000000
22 1614145424 0.000202 1.400000 0.000142 0.000251 0.000000
22 1614145425 0.000176 1.400000 0.000139 0.000252 0.000000
22 1614145426 0.000176 1.400000 0.000139 0.000252 0.000000
22 1614145427 0.000176 1.400000 0.000139 0.000252 0.000000
22 1614145428 0.000176 1.400000 0.000139 0.000252 0.000000
22 1614145429 0.000176 1.400000 0.000139 0.000252 0.000000
22 1614145430 0.000182 1.400000 0.000143 0.000275 0.000000
22 1614145431 0.000182 1.400000 0.000143 0.000275 0.000000
22 1614145432 0.000182 1.400000 0.000143 0.000275 0.000000
22 1614145433 0.000182 1.400000 0.000143 0.000275 0.000000
22 1614145434 0.000182 1.400000 0.000143 0.000275 0.000000
42 1614145435 20.139542 1.000000 20.120786 20.156065 405.601335
22 1614145435 0.000185 1.400000 0.000148 0.000229 0.000000
42 1614145436 20.139542 1.000000 20.120786 20.156065 405.601335
22 1614145436 0.000185 1.400000 0.000148 0.000229 0.000000
42 1614145437 20.139542 1.000000 20.120786 20.156065 405.601335
22 1614145437 0.000185 1.400000 0.000148 0.000229 0.000000
42 1614145438 20.139542 1.000000 20.120786 20.156065 405.601335
22 1614145438 0.000185 1.400000 0.000148 0.000229 0.000000
42 1614145439 20.139542 1.000000 20.120786 20.156065 405.601335
22 1614145439 0.000185 1.400000 0.000148 0.000229 0.000000
42 1614145440 25.025205 0.400000 25.024195 25.026215 250.504355
22 1614145440 0.000184 1.400000 0.000147 0.000278 0.000000
42 1614145441 25.025205 0.400000 25.024195 25.026215 250.504355
22 1614145441 0.000184 1.400000 0.000147 0.000278 0.000000
42 1614145442 25.025205 0.400000 25.024195 25.026215 250.504355
22 1614145442 0.000184 1.400000 0.000147 0.000278 0.000000
42 1614145443 25.025205 0.400000 25.024195 25.026215 250.504355
22 1614145443 0.000184 1.400000 0.000147 0.000278 0.000000
42 1614145444 25.025205 0.400000 25.024195 25.026215 250.504355
22 1614145444 0.000184 1.400000 0.000147 0.000278 0.000000
42 1614145445 27.144337 0.600000 27.118370 27.165451 442.089258
22 1614145445 0.000243 1.000000 0.000152 0.000336 0.000000
42 1614145446 27.144337 0.600000 27.118370 27.165451 442.089258
22 1614145446 0.000243 1.000000 0.000152 0.000336 0.000000
42 1614145447 27.144337 0.600000 27.118370 27.165451 442.089258
22 1614145447 0.000243 1.000000 0.000152 0.000336 0.000000
42 1614145448 27.144337 0.600000 27.118370 27.165451 442.089258
42 1614145449 27.144337 0.600000 27.118370 27.165451 442.089258
22 1614145448 0.000243 1.000000 0.000152 0.000336 0.000000
22 1614145449 0.000243 1.000000 0.000152 0.000336 0.000000
42 1614145450 30.347559 0.800000 30.116372 30.991559 736.890143
22 1614145450 0.000170 0.600000 0.000146 0.000210 0.000000
42 1614145451 30.347559 0.800000 30.116372 30.991559 736.890143
22 1614145451 0.000170 0.600000 0.000146 0.000210 0.000000
42 1614145452 30.347559 0.800000 30.116372 30.991559 736.890143
22 1614145452 0.000170 0.600000 0.000146 0.000210 0.000000
42 1614145453 30.347559 0.800000 30.116372 30.991559 736.890143
22 1614145453 0.000170 0.600000 0.000146 0.000210 0.000000
42 1614145454 30.347559 0.800000 30.116372 30.991559 736.890143
22 1614145454 0.000170 0.600000 0.000146 0.000210 0.000000
42 1614145455 32.307017 1.400000 31.165734 33.206713 1462.161411
42 1614145456 32.307017 1.400000 31.165734 33.206713 1462.161411
42 1614145457 32.307017 1.400000 31.165734 33.206713 1462.161411
42 1614145458 32.307017 1.400000 31.165734 33.206713 1462.161411
42 1614145459 32.307017 1.400000 31.165734 33.206713 1462.161411
42 1614145460 33.243321 0.200000 33.243321 33.243321 221.023677
42 1614145461 33.243321 0.200000 33.243321 33.243321 221.023677
42 1614145462 33.243321 0.200000 33.243321 33.243321 221.023677
42 1614145463 33.243321 0.200000 33.243321 33.243321 221.023677
42 1614145464 33.243321 0.200000 33.243321 33.243321 221.023677
42 1614145465 35.122150 1.200000 34.206884 36.324399 1480.905798
42 1614145466 35.122150 1.200000 34.206884 36.324399 1480.905798
42 1614145467 35.122150 1.200000 34.206884 36.324399 1480.905798
42 1614145468 35.122150 1.200000 34.206884 36.324399 1480.905798
42 1614145469 35.122150 1.200000 34.206884 36.324399 1480.905798
42 1614145470 37.073519 0.800000 36.203131 38.397617 1100.188701
42 1614145471 37.073519 0.800000 36.203131 38.397617 1100.188701
42 1614145472 37.073519 0.800000 36.203131 38.397617 1100.188701
42 1614145473 37.073519 0.800000 36.203131 38.397617 1100.188701
42 1614145474 37.073519 0.800000 36.203131 38.397617 1100.188701
42 1614145475 39.260797 0.600000 39.122107 39.368327 924.852445
42 1614145476 39.260797 0.600000 39.122107 39.368327 924.852445
42 1614145477 39.260797 0.600000 39.122107 39.368327 924.852445
42 1614145478 39.260797 0.600000 39.122107 39.368327 924.852445
42 1614145479 39.260797 0.600000 39.122107 39.368327 924.852445
42 1614145480 35.884376 1.400000 34.365792 37.369404 1804.520432
42 1614145481 35.884376 1.400000 34.365792 37.369404 1804.520432
42 1614145482 35.884376 1.400000 34.365792 37.369404 1804.520432
42 1614145483 35.884376 1.400000 34.365792 37.369404 1804.520432
42 1614145484 35.884376 1.400000 34.365792 37.369404 1804.520432
47 1614145485 24.786428 1.000000 24.087684 26.017611 614.976506
42 1614145485 28.306374 0.400000 28.286063 28.326685 320.500490
47 1614145486 24.786428 1.000000 24.087684 26.017611 614.976506
42 1614145486 28.306374 0.400000 28.286063 28.326685 320.500490
47 1614145487 24.786428 1.000000 24.087684 26.017611 614.976506
42 1614145487 28.306374 0.400000 28.286063 28.326685 320.500490
