offline_datapoint_2 1614143633 0.000
offline_datapoint_7 1614143633 0.000
offline_datapoint_4 1614143633 0.000
offline_datapoint_0 1614143633 4986.390
offline_datapoint_5 1614143633 0.000
offline_datapoint_1 1614143633 341.241
offline_datapoint_6 1614143635 2576384.000
offline_datapoint_3 1614143635 15347712.000
offline_datapoint_2 1614143636 0.000
offline_datapoint_7 1614143636 0.000
offline_datapoint_4 1614143636 0.000
offline_datapoint_0 1614143636 5719.745
offline_datapoint_5 1614143636 0.000
offline_datapoint_1 1614143636 408.029
offline_datapoint_6 1614143638 2576384.000
offline_datapoint_3 1614143638 15347712.000
offline_datapoint_2 1614143639 0.000
offline_datapoint_7 1614143639 1.042
offline_datapoint_4 1614143639 0.000
offline_datapoint_0 1614143639 10696.595
offline_datapoint_5 1614143639 0.000
offline_datapoint_1 1614143639 748.602
offline_datapoint_6 1614143641 2576384.000
offline_datapoint_3 1614143641 15347712.000
offline_datapoint_2 1614143642 0.000
offline_datapoint_7 1614143642 0.000
offline_datapoint_4 1614143642 0.000
offline_datapoint_0 1614143642 0.000
offline_datapoint_5 1614143642 0.000
offline_datapoint_1 1614143642 0.000
offline_datapoint_6 1614143644 2576384.000
offline_datapoint_3 1614143644 15347712.000
offline_datapoint_2 1614143645 0.000
offline_datapoint_7 1614143645 0.000
offline_datapoint_4 1614143645 0.000
offline_datapoint_0 1614143645 0.000
offline_datapoint_5 1614143645 0.000
offline_datapoint_1 1614143645 0.000
offline_datapoint_6 1614143647 2576384.000
offline_datapoint_3 1614143647 15347712.000
offline_datapoint_2 1614143648 0.000
offline_datapoint_7 1614143648 0.000
offline_datapoint_4 1614143648 0.000
offline_datapoint_0 1614143648 0.000
offline_datapoint_5 1614143648 0.000
offline_datapoint_1 1614143648 0.000
offline_datapoint_6 1614143650 2576384.000
offline_datapoint_3 1614143650 15347712.000
offline_datapoint_2 1614143651 0.000
offline_datapoint_7 1614143651 0.000
offline_datapoint_4 1614143651 0.000
offline_datapoint_0 1614143651 0.000
offline_datapoint_5 1614143651 0.000
offline_datapoint_1 1614143651 0.000
offline_datapoint_6 1614143653 2576384.000
offline_datapoint_3 1614143653 15347712.000
offline_datapoint_2 1614143654 0.000
offline_datapoint_7 1614143654 0.000
offline_datapoint_4 1614143654 0.000
offline_datapoint_0 1614143654 0.000
offline_datapoint_5 1614143654 0.000
offline_datapoint_1 1614143654 0.000
offline_datapoint_6 1614143656 2576384.000
offline_datapoint_3 1614143656 15347712.000
offline_datapoint_2 1614143657 0.000
offline_datapoint_7 1614143657 0.000
offline_datapoint_4 1614143657 0.000
offline_datapoint_0 1614143657 0.000
offline_datapoint_5 1614143657 0.000
offline_datapoint_1 1614143657 0.000
offline_datapoint_6 1614143659 2576384.000
offline_datapoint_3 1614143659 15347712.000
offline_datapoint_2 1614143660 0.000
offline_datapoint_7 1614143660 0.000
offline_datapoint_4 1614143660 0.000
offline_datapoint_0 1614143660 0.000
offline_datapoint_5 1614143660 0.000
offline_datapoint_1 1614143660 0.000
offline_datapoint_6 1614143662 2576384.000
offline_datapoint_3 1614143662 15347712.000
offline_datapoint_2 1614143663 0.000
offline_datapoint_7 1614143663 0.000
offline_datapoint_4 1614143663 0.000
offline_datapoint_0 1614143663 0.000
offline_datapoint_5 1614143663 0.000
offline_datapoint_1 1614143663 0.000
offline_datapoint_6 1614143665 2576384.000
offline_datapoint_3 1614143665 15347712.000
offline_datapoint_2 1614143666 0.000
offline_datapoint_7 1614143666 0.520
offline_datapoint_4 1614143666 0.000
offline_datapoint_0 1614143666 15602.455
offline_datapoint_5 1614143666 0.000
offline_datapoint_1 1614143666 792.261
offline_datapoint_6 1614143668 2576384.000
offline_datapoint_3 1614143668 15347712.000
offline_datapoint_2 1614143669 0.000
offline_datapoint_7 1614143669 1.042
offline_datapoint_4 1614143669 0.000
offline_datapoint_0 1614143669 15622.076
offline_datapoint_5 1614143669 0.000
offline_datapoint_1 1614143669 793.258
offline_datapoint_6 1614143671 2576384.000
offline_datapoint_3 1614143671 15347712.000
offline_datapoint_2 1614143672 0.000
offline_datapoint_7 1614143672 1.563
offline_datapoint_4 1614143672 0.000
offline_datapoint_0 1614143672 18938.354
offline_datapoint_5 1614143672 0.000
offline_datapoint_1 1614143672 602.361
offline_datapoint_6 1614143674 2576384.000
offline_datapoint_3 1614143674 15347712.000
offline_datapoint_2 1614143675 0.000
offline_datapoint_7 1614143675 2.598
offline_datapoint_4 1614143675 0.000
offline_datapoint_0 1614143675 18884.121
offline_datapoint_5 1614143675 0.000
offline_datapoint_1 1614143675 600.636
offline_datapoint_6 1614143677 2576384.000
offline_datapoint_3 1614143677 15347712.000
offline_datapoint_2 1614143678 0.000
offline_datapoint_7 1614143678 0.000
offline_datapoint_4 1614143678 0.000
offline_datapoint_0 1614143678 0.000
offline_datapoint_5 1614143678 0.000
offline_datapoint_1 1614143678 0.000
offline_datapoint_6 1614143680 2576384.000
offline_datapoint_3 1614143680 15347712.000
offline_datapoint_2 1614143681 0.000
offline_datapoint_7 1614143681 0.000
offline_datapoint_4 1614143681 0.000
offline_datapoint_0 1614143681 0.000
offline_datapoint_5 1614143681 0.000
offline_datapoint_1 1614143681 0.000
offline_datapoint_6 1614143683 2576384.000
offline_datapoint_3 1614143683 15347712.000
offline_datapoint_2 1614143684 0.000
offline_datapoint_7 1614143684 0.000
offline_datapoint_4 1614143684 0.000
offline_datapoint_0 1614143684 0.000
offline_datapoint_5 1614143684 0.000
offline_datapoint_1 1614143684 0.000
offline_datapoint_6 1614143686 2576384.000
offline_datapoint_3 1614143686 15347712.000
offline_datapoint_2 1614143687 0.000
offline_datapoint_7 1614143687 0.000
offline_datapoint_4 1614143687 0.000
offline_datapoint_0 1614143687 7820.070
offline_datapoint_5 1614143687 0.000
offline_datapoint_1 1614143687 347.314
offline_datapoint_6 1614143689 2576384.000
offline_datapoint_3 1614143689 15347712.000
offline_datapoint_2 1614143690 0.000
offline_datapoint_7 1614143690 1.045
offline_datapoint_4 1614143690 0.000
offline_datapoint_0 1614143690 7836.096
offline_datapoint_5 1614143690 0.000
offline_datapoint_1 1614143690 348.026
offline_datapoint_6 1614143692 2576384.000
offline_datapoint_3 1614143692 15347712.000
offline_datapoint_2 1614143693 0.000
offline_datapoint_7 1614143693 0.000
offline_datapoint_4 1614143693 0.000
offline_datapoint_0 1614143693 6939.988
offline_datapoint_5 1614143693 0.000
offline_datapoint_1 1614143693 277.159
offline_datapoint_6 1614143695 2576384.000
offline_datapoint_3 1614143695 15347712.000
offline_datapoint_2 1614143696 0.000
offline_datapoint_7 1614143696 0.519
offline_datapoint_4 1614143696 0.000
offline_datapoint_0 1614143696 6917.862
offline_datapoint_5 1614143696 0.000
offline_datapoint_1 1614143696 276.276
offline_datapoint_6 1614143698 2576384.000
offline_datapoint_3 1614143698 15347712.000
offline_datapoint_2 1614143699 0.000
offline_datapoint_7 1614143699 0.000
offline_datapoint_4 1614143699 0.000
offline_datapoint_0 1614143699 0.000
offline_datapoint_5 1614143699 0.000
offline_datapoint_1 1614143699 0.000
offline_datapoint_6 1614143701 2576384.000
offline_datapoint_3 1614143701 15347712.000
offline_datapoint_2 1614143702 0.000
offline_datapoint_7 1614143702 0.000
offline_datapoint_4 1614143702 0.000
offline_datapoint_0 1614143702 0.000
offline_datapoint_5 1614143702 0.000
offline_datapoint_1 1614143702 0.000
offline_datapoint_6 1614143704 2576384.000
offline_datapoint_3 1614143704 15347712.000
offline_datapoint_2 1614143705 0.000
offline_datapoint_7 1614143705 0.000
offline_datapoint_4 1614143705 0.000
offline_datapoint_0 1614143705 0.000
offline_datapoint_5 1614143705 0.000
offline_datapoint_1 1614143705 0.000
offline_datapoint_6 1614143707 2576384.000
offline_datapoint_3 1614143707 15347712.000
offline_datapoint_2 1614143708 0.000
offline_datapoint_7 1614143708 0.000
offline_datapoint_4 1614143708 0.000
offline_datapoint_0 1614143708 0.000
offline_datapoint_5 1614143708 0.000
offline_datapoint_1 1614143708 0.000
offline_datapoint_6 1614143710 2576384.000
offline_datapoint_3 1614143710 15347712.000
offline_datapoint_2 1614143711 0.000
offline_datapoint_7 1614143711 0.000
offline_datapoint_4 1614143711 0.000
offline_datapoint_0 1614143711 0.000
offline_datapoint_5 1614143711 0.000
offline_datapoint_1 1614143711 0.000
offline_datapoint_6 1614143713 2576384.000
offline_datapoint_3 1614143713 15347712.000
offline_datapoint_2 1614143714 0.000
offline_datapoint_7 1614143714 0.000
offline_datapoint_4 1614143714 0.000
offline_datapoint_0 1614143714 0.000
offline_datapoint_5 1614143714 0.000
offline_datapoint_1 1614143714 0.000
offline_datapoint_6 1614143716 2576384.000
offline_datapoint_3 1614143716 15347712.000
offline_datapoint_2 1614143717 0.000
offline_datapoint_7 1614143717 0.000
offline_datapoint_4 1614143717 0.000
offline_datapoint_0 1614143717 0.000
offline_datapoint_5 1614143717 0.000
offline_datapoint_1 1614143717 0.000
offline_datapoint_6 1614143719 2576384.000
offline_datapoint_3 1614143719 15347712.000
offline_datapoint_2 1614143720 0.000
offline_datapoint_7 1614143720 0.000
offline_datapoint_4 1614143720 0.000
offline_datapoint_0 1614143720 0.000
offline_datapoint_5 1614143720 0.000
offline_datapoint_1 1614143720 0.000
offline_datapoint_6 1614143722 2576384.000
offline_datapoint_3 1614143722 15347712.000
offline_datapoint_2 1614143723 0.000
offline_datapoint_7 1614143723 1.560
offline_datapoint_4 1614143723 0.000
offline_datapoint_0 1614143723 6874.654
offline_datapoint_5 1614143723 0.000
offline_datapoint_1 1614143723 514.376
offline_datapoint_6 1614143725 2576384.000
offline_datapoint_3 1614143725 15347712.000
offline_datapoint_2 1614143726 0.000
offline_datapoint_7 1614143726 0.000
offline_datapoint_4 1614143726 0.000
offline_datapoint_0 1614143726 6883.581
offline_datapoint_5 1614143726 0.000
offline_datapoint_1 1614143726 515.043
offline_datapoint_6 1614143728 2576384.000
offline_datapoint_3 1614143728 15347712.000
offline_datapoint_2 1614143729 0.000
offline_datapoint_7 1614143729 0.000
offline_datapoint_4 1614143729 0.000
offline_datapoint_0 1614143729 0.000
offline_datapoint_5 1614143729 0.000
offline_datapoint_1 1614143729 0.000
offline_datapoint_6 1614143731 2576384.000
offline_datapoint_3 1614143731 15347712.000
offline_datapoint_2 1614143732 0.000
offline_datapoint_7 1614143732 1.558
offline_datapoint_4 1614143732 0.000
offline_datapoint_0 1614143732 21311.959
offline_datapoint_5 1614143732 0.000
offline_datapoint_1 1614143732 934.193
offline_datapoint_6 1614143734 2576384.000
offline_datapoint_3 1614143734 15347712.000
offline_datapoint_2 1614143735 0.000
